source,key,surface,sensitivity,en_source,translation,status,reviewer,date,notes
shared-ui,reflect_companion_unavailable,AI reflection companion,SENSITIVE,"Not available right now. Your notebook still works, always.","Indisponible pour le moment. Ton carnet, lui, fonctionne toujours.",PENDING,,,"AI draft (Claude, 2026-07-07) — SENSITIVE: requires ED-informed native-speaker review before APPROVED — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,reflect_companion_handoff,AI reflection companion,SENSITIVE,"That sounds like a lot to carry. You deserve real support right now, from a real person.","Ça fait beaucoup à porter. Tu mérites un vrai soutien, maintenant, d'une vraie personne.",PENDING,,,"AI draft (Claude, 2026-07-07) — SENSITIVE: requires ED-informed native-speaker review before APPROVED — CRISIS-HANDOFF STRING: must stay warm, non-dismissive, and route firmly to a human — top review priority — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,reflect_companion_handoff_button,AI reflection companion,SENSITIVE,Reach someone now,Joindre quelqu'un maintenant,PENDING,,,"AI draft (Claude, 2026-07-07) — SENSITIVE: requires ED-informed native-speaker review before APPROVED — Crisis-handoff CTA — pairs with the handoff line; keep urgent but calm — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,safety_ai_fallback,AI safety fallback,SENSITIVE,"I can't respond the way I'd want to here. What you're feeling matters, and a real person can be there for it.","Je ne peux pas répondre ici comme je le voudrais. Ce que tu ressens compte, et une vraie personne peut être là pour ça.",PENDING,,,"AI draft (Claude, 2026-07-07) — SENSITIVE: requires ED-informed native-speaker review before APPROVED — CRISIS-HANDOFF STRING (crisisGateStrict surface): the AI 'I' must not promise ongoing presence, must validate feeling, must point to a real person — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_ai_title,AI consent (deeper reflection),SENSITIVE,Deeper reflection,Réflexion plus profonde,PENDING,,,"AI draft (Claude, 2026-07-07) — SENSITIVE: requires ED-informed native-speaker review before APPROVED — 'Reflection' term matched to nav_reflect from batch 1 per language — keep consistent — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_ai_subtitle_off,AI consent (deeper reflection),SENSITIVE,Off. Your words never leave this device.,Désactivé. Tes mots ne quittent jamais cet appareil.,PENDING,,,"AI draft (Claude, 2026-07-07) — SENSITIVE: requires ED-informed native-speaker review before APPROVED — Privacy claim ('never leave this device') — must stay literally accurate — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_ai_subtitle_on,AI consent (deeper reflection),SENSITIVE,On. You can turn this off anytime.,Activé. Tu peux désactiver à tout moment.,PENDING,,,"AI draft (Claude, 2026-07-07) — SENSITIVE: requires ED-informed native-speaker review before APPROVED — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_ai_dialog_title,AI consent (deeper reflection),SENSITIVE,Turn on deeper reflection?,Activer la réflexion plus profonde ?,PENDING,,,"AI draft (Claude, 2026-07-07) — SENSITIVE: requires ED-informed native-speaker review before APPROVED — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_ai_dialog_body,AI consent (deeper reflection),SENSITIVE,"Turning this on means what you write in the reflection space is sent securely to an AI service to give better responses. You can turn it off anytime, and everything it holds can be deleted.","En l'activant, ce que tu écris dans l'espace de réflexion est envoyé de façon sécurisée à un service d'IA pour donner de meilleures réponses. Tu peux le désactiver à tout moment, et tout ce qu'il conserve peut être supprimé.",PENDING,,,"AI draft (Claude, 2026-07-07) — SENSITIVE: requires ED-informed native-speaker review before APPROVED — CONSENT COPY: factual accuracy about data flow is mandatory — 'sent securely to an AI service' and 'can be deleted' must survive translation; privacy reviewer should see this row too, not only the ED reviewer — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_ai_dialog_confirm,AI consent (deeper reflection),SENSITIVE,Turn it on,Activer,PENDING,,,"AI draft (Claude, 2026-07-07) — SENSITIVE: requires ED-informed native-speaker review before APPROVED — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_ai_dialog_cancel,AI consent (deeper reflection),SENSITIVE,Not now,Pas maintenant,PENDING,,,"AI draft (Claude, 2026-07-07) — SENSITIVE: requires ED-informed native-speaker review before APPROVED — fr is NOT yet in TARGET_LANGS; config change required"
shared-ui,settings_ai_local_note,AI consent (deeper reflection),SENSITIVE,"Everything else in Aspen works fully on this device, with no AI service involved.","Tout le reste dans Aspen fonctionne entièrement sur cet appareil, sans aucun service d'IA.",PENDING,,,"AI draft (Claude, 2026-07-07) — SENSITIVE: requires ED-informed native-speaker review before APPROVED — Privacy claim (on-device) — must stay literally accurate — fr is NOT yet in TARGET_LANGS; config change required"
