source,key,surface,sensitivity,en_source,translation,status,reviewer,date,notes
shared-ui,companion_a11y_label,Companion messages,SENSITIVE,Your companion. Tap to play together.,Tu compañero. Toca para jugar juntos.,PENDING,,,"AI draft (Claude, 2026-07-07) — SENSITIVE per pipeline: needs ED-informed native review — PIPELINE NOTE: this key matches prefix 'companion_' before 'companion_species_' in CLASSIFY, so the generator treats it as SENSITIVE/Companion messages even though the intent was STANDARD — either accept SENSITIVE or reorder CLASSIFY (most-specific first) — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,companion_rest_action,Companion messages,SENSITIVE,Rest now,A descansar,PENDING,,,"AI draft (Claude, 2026-07-07) — SENSITIVE per pipeline: needs ED-informed native review — PIPELINE NOTE: this key matches prefix 'companion_' before 'companion_species_' in CLASSIFY, so the generator treats it as SENSITIVE/Companion messages even though the intent was STANDARD — either accept SENSITIVE or reorder CLASSIFY (most-specific first) — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_companion_title,Companion presence settings,STANDARD,A small companion,Un pequeño compañero,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_companion_subtitle_off,Companion presence settings,STANDARD,"Off. A tiny pixel friend can sit quietly in the corner, only if you want.","Desactivado. Un amiguito de píxeles puede sentarse en silencio en la esquina, solo si tú quieres.",PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_companion_subtitle_on,Companion presence settings,STANDARD,Keeping you company. Tap to let it rest.,Haciéndote compañía. Toca para dejarlo descansar.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_companion_species_label,Companion presence settings,STANDARD,Who keeps you company,Quién te hace compañía,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_overlay_title,Overlay settings,STANDARD,Across your screen,Por toda tu pantalla,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_overlay_subtitle_off,Overlay settings,STANDARD,The companion stays inside Aspen.,El compañero se queda dentro de Aspen.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_overlay_subtitle_on,Overlay settings,STANDARD,"The companion can sit at the edge of your screen, outside Aspen too.","El compañero puede sentarse al borde de tu pantalla, también fuera de Aspen.",PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_overlay_dialog_title,Overlay settings,STANDARD,Let it sit outside Aspen?,¿Dejarlo estar fuera de Aspen?,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_overlay_dialog_body,Overlay settings,STANDARD,"Android will ask you to allow Aspen to “display over other apps”. That only lets the companion sit on your screen — Aspen cannot see, read, or record anything you do there. It hides on its own during videos and games, and you can let it rest anytime.","Android te pedirá permitir que Aspen se «muestre sobre otras aplicaciones». Eso solo deja que el compañero esté en tu pantalla — Aspen no puede ver, leer ni grabar nada de lo que hagas ahí. Se esconde solo durante vídeos y juegos, y puedes dejarlo descansar cuando quieras.",PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Quoted permission name should match the OS's own localized string for 'display over other apps' — reviewer verify against Android system UI in this language — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_overlay_dialog_confirm,Overlay settings,STANDARD,"Okay, continue","Vale, continuar",PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_overlay_dialog_cancel,Overlay settings,STANDARD,Not now,Ahora no,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,overlay_channel_name,Overlay notification,STANDARD,Companion,Compañero,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,overlay_channel_description,Overlay notification,STANDARD,Keeps the little companion on your screen. Quiet by design.,Mantiene al pequeño compañero en tu pantalla. Silencioso por diseño.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,overlay_notification_title,Overlay notification,STANDARD,Your companion is nearby,Tu compañero está cerca,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,overlay_notification_body,Overlay notification,STANDARD,It sits quietly at the edge of the screen. You can let it rest anytime from Aspen.,Se queda en silencio al borde de la pantalla. Puedes dejarlo descansar cuando quieras desde Aspen.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_notify_title,Notifications,STANDARD,A rare hello,Un hola de vez en cuando,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_notify_subtitle_off,Notifications,STANDARD,Off. Aspen stays completely silent.,Desactivado. Aspen permanece en completo silencio.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_notify_subtitle_on,Notifications,STANDARD,"Once in a while, a gentle hello. Nothing is ever asked of you.","De vez en cuando, un hola suave. Nunca se te pide nada.",PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,notify_channel_name,Notifications,STANDARD,Gentle check-ins,Saludos suaves,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,notify_channel_description,Notifications,STANDARD,"A quiet hello from your companion, once in a while.","Un hola tranquilo de tu compañero, de vez en cuando.",PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_account_title,Account,STANDARD,An account (optional),Una cuenta (opcional),PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_account_subtitle_off,Account,STANDARD,Everything works without one. An account only adds the choice to back up later.,Todo funciona sin ella. Una cuenta solo añade la opción de hacer copia de seguridad más adelante.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,settings_account_subtitle_on,Account,STANDARD,Signed in. Your writing still lives on this device.,Sesión iniciada. Lo que escribes sigue viviendo en este dispositivo.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_mode_create,Account,STANDARD,Create,Crear,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_mode_signin,Account,STANDARD,Sign in,Iniciar sesión,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_email_optional,Account,STANDARD,"Email (optional, helps you recover sign-in)","Correo (opcional, ayuda a recuperar el acceso)",PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_identifier,Account,STANDARD,Email or account ID,Correo o ID de cuenta,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_password,Account,STANDARD,Password,Contraseña,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_submit_create,Account,STANDARD,Create account,Crear cuenta,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_submit_signin,Account,STANDARD,Sign in,Iniciar sesión,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_note_local,Account,STANDARD,Your writing stays on this device either way.,Lo que escribes se queda en este dispositivo de todas formas.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_id_caption,Account,STANDARD,Account ID (your way back in if no email is attached): %1$s,ID de cuenta (tu camino de vuelta si no hay correo asociado): %1$s,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Contains Android placeholder %1$s — must be preserved verbatim — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_error_denied,Account,STANDARD,That didn't match. Take your time and try again whenever.,"No ha coincidido. Con calma, inténtalo de nuevo cuando quieras.",PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_error_email_taken,Account,STANDARD,That email already has an account. You can sign in instead.,Ese correo ya tiene una cuenta. Puedes iniciar sesión.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_error_weak_password,Account,STANDARD,A longer password is needed here.,Aquí hace falta una contraseña más larga.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_error_unavailable,Account,STANDARD,Aspen couldn't reach the server just now. Everything on this device is unaffected.,Aspen no ha podido conectar con el servidor ahora mismo. Todo en este dispositivo sigue intacto.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_signout,Account,STANDARD,Sign out,Cerrar sesión,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_signout_subtitle,Account,STANDARD,Ends the session on this device. Your writing stays.,Termina la sesión en este dispositivo. Lo escrito se queda.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_delete,Account,STANDARD,Delete this account,Eliminar esta cuenta,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_delete_subtitle,Account,STANDARD,Removes the account and anything backed up. Writing on this device stays.,Elimina la cuenta y todo lo respaldado. Lo escrito en este dispositivo se queda.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_delete_dialog_title,Account,STANDARD,Delete this account?,¿Eliminar esta cuenta?,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_delete_dialog_body,Account,STANDARD,"The account and anything backed up to it will be permanently removed. Everything written on this device stays here, untouched.","La cuenta y todo lo respaldado en ella se eliminarán permanentemente. Todo lo escrito en este dispositivo se queda aquí, intacto.",PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_delete_confirm,Account,STANDARD,Delete the account,Eliminar la cuenta,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,account_delete_cancel,Account,STANDARD,Keep it,Conservarla,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_title,Backup,STANDARD,Back up (optional),Copia de seguridad (opcional),PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_subtitle_off,Backup,STANDARD,Keep an encrypted copy with your account. It's locked before it leaves your phone.,Guarda una copia cifrada con tu cuenta. Se cierra con llave antes de salir de tu teléfono.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_subtitle_on,Backup,STANDARD,On. Backed up only when you choose.,Activada. Solo se respalda cuando tú lo eliges.,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_passphrase,Backup,STANDARD,A passphrase for your backup,Una frase de acceso para tu copia,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
shared-ui,backup_enable,Backup,STANDARD,Turn on and back up,Activar y respaldar,PENDING,,,"AI draft (Claude, 2026-07-07) — STANDARD: native review pass — Feeling tags rendered as nouns (Calma, Cansancio…) to stay gender-neutral; 'Vacío' for Numb — reviewer may prefer 'Entumecimiento'"
